# Time-averaged data for fix noavgmsd
# TimeStep c_h2oMSD[1] c_h2oMSD[2] c_h2oMSD[3] c_h2oMSD[4]
1261000 113.357 99.4119 91.7362 304.505
1262000 112.748 99.604 90.7074 303.06
1263000 113.71 101.13 91.2756 306.116
1264000 113.495 100.257 90.4515 304.204
1265000 113.001 100.109 90.4425 303.552
1266000 115.307 101.095 91.0281 307.43
1267000 115.409 100.906 90.8963 307.211
1268000 114.806 100.777 91.1246 306.707
1269000 115.12 101.707 91.0455 307.873
1270000 114.113 100.43 90.89 305.433
1271000 115.263 101.431 91.5083 308.203
1272000 113.676 100.855 91.1106 305.641
1273000 113.596 100.471 90.4238 304.491
1274000 114.366 100.321 90.3365 305.023
1275000 115.437 100.608 90.7185 306.764
1276000 114.865 100.823 91.1946 306.883
1277000 115.242 99.804 91.4315 306.478
1278000 114.308 99.5451 91.0107 304.863
1279000 113.718 99.1659 90.1041 302.988
1280000 114.221 99.484 90.6149 304.32
1281000 112.963 99.913 89.3613 302.237
1282000 113.209 100.771 90.8784 304.858
1283000 113.06 99.8189 90.3522 303.231
1284000 113.118 99.5804 91.5492 304.247
1285000 112.501 100.066 91.4702 304.036
1286000 113.105 100.422 91.9352 305.462
1287000 112.947 99.7353 91.5531 304.236
1288000 114.821 100.994 93.4199 309.235
1289000 114.804 100.282 93.3357 308.421
1290000 114.117 99.5717 92.9765 306.666
1291000 113.849 100.27 93.0236 307.143
1292000 114.182 99.5442 92.5358 306.262
1293000 114.632 99.8516 91.7416 306.225
1294000 114.772 100.038 93.079 307.889
1295000 114.26 99.7965 92.117 306.174
1296000 113.689 99.0475 91.7708 304.507
1297000 114.453 100.064 92.5492 307.066
1298000 114.309 98.8536 92.4233 305.586
1299000 114.612 100.491 93.028 308.131
1300000 115.688 100.121 92.5692 308.378
1301000 114.179 100.763 92.7224 307.664
1302000 114.829 101.18 93.4034 309.413
1303000 116.611 102.277 94.4498 313.338
1304000 116.295 102.519 94.2563 313.07
1305000 116.907 103.206 94.2022 314.316
1306000 115.576 101.407 92.5642 309.548
1307000 115.027 102.364 93.3168 310.707
1308000 114.803 102.582 93.5357 310.921
1309000 114.32 101.809 93.0687 309.198
1310000 113.447 101.571 93.4061 308.424
1311000 113.042 100.966 93.4549 307.463
1312000 113.43 101.079 93.6862 308.195
1313000 113.338 101.283 94.2294 308.85
1314000 113.275 101.587 94.0201 308.882
1315000 114.362 102.45 94.1617 310.974
1316000 116.468 103.635 95.2919 315.395
1317000 116.166 103.042 94.6902 313.898
1318000 115.579 103.57 95.7012 314.851
1319000 116.675 103.5 94.859 315.035
1320000 116.285 104.89 95.1277 316.302
1321000 113.963 102.806 93.901 310.67
1322000 114.66 103.725 93.8895 312.275
1323000 116.345 104.171 95.7674 316.283
1324000 115.628 103.332 94.4375 313.398
1325000 115.872 103.225 94.48 313.577
1326000 115.218 102.82 94.5165 312.554
1327000 114.533 103.023 94.1013 311.658
1328000 116.506 104.426 95.6357 316.568
1329000 115.89 104.14 95.3354 315.365
1330000 116.197 103.619 96.073 315.889
1331000 115.974 104.042 95.6573 315.673
1332000 115.895 104.32 96.2432 316.458
1333000 114.876 104.274 96.6744 315.824
1334000 115.239 104.722 96.0873 316.049
1335000 115.814 104.696 95.9607 316.471
1336000 116.154 105.935 97.9504 320.039
1337000 115.587 104.624 97.0985 317.309
1338000 115.684 105.421 98.2539 319.359
1339000 115.632 106.001 98.0868 319.72
1340000 115.066 105.883 97.8395 318.789
1341000 114.944 105.085 97.0256 317.054
1342000 116.785 106.547 98.4308 321.763
1343000 116.587 105.021 97.7499 319.358
1344000 117.559 105.556 98.2977 321.413
1345000 116.539 106.314 99.1203 321.973
1346000 115.586 105.496 97.6602 318.742
1347000 115.347 105.287 97.1836 317.818
1348000 115.005 104.674 97.3854 317.064
1349000 116.168 106.01 98.1027 320.281
1350000 116.488 105.886 98.0834 320.458
1351000 115.543 106.176 97.8706 319.59
1352000 117.361 108.283 98.2899 323.933
1353000 116.277 107.12 97.6172 321.014
1354000 117.951 108.048 97.9737 323.973
1355000 117.201 106.836 97.1091 321.147
1356000 116.928 107.661 97.1231 321.712
1357000 116.557 108.066 97.1599 321.783
1358000 116.643 108.119 96.9548 321.716
1359000 117.956 109.044 97.3552 324.355
1360000 118.068 109.45 97.1522 324.67
1361000 117.667 110.143 97.997 325.807
1362000 117.37 109.639 97.7788 324.787
1363000 117.182 109.913 98.3662 325.461
1364000 117.49 110.115 97.8393 325.445
1365000 117.048 108.787 96.9375 322.772
1366000 118.23 110.32 98.3373 326.887
1367000 118.037 110.362 98.3988 326.798
1368000 116.873 110.898 98.9283 326.699
1369000 116.794 110.866 98.9133 326.573
1370000 117.24 111.845 99.3266 328.411
1371000 117.273 112.681 99.9025 329.856
1372000 116.701 111.298 98.5334 326.532
1373000 118.637 111.818 100.524 330.978
1374000 118.841 112.59 100.781 332.212
1375000 117.26 111.779 100.599 329.639
1376000 118.185 111.936 100.881 331.001
1377000 117.85 112.684 100.903 331.437
1378000 117.558 111.879 100.758 330.195
1379000 116.521 111.288 100.272 328.081
1380000 119.016 113.819 103.088 335.923
1381000 118.206 111.649 101.478 331.333
1382000 118.801 112.284 101.61 332.695
1383000 119.294 112.451 102.276 334.021
1384000 119.667 113.741 103.365 336.773
1385000 118.933 111.461 101.703 332.097
1386000 119.206 113.213 102.026 334.445
1387000 119.458 113.055 102.629 335.142
1388000 118.71 112.184 102.052 332.946
1389000 118.103 111.732 101.583 331.418
1390000 119.886 112.892 103.316 336.094
1391000 117.813 110.951 101.733 330.498
1392000 118.619 110.956 102.875 332.451
1393000 118.044 110.389 102.634 331.067
1394000 117.878 110.066 103.026 330.97
1395000 117.693 110.83 102.978 331.501
1396000 118.503 111.742 103.393 333.637
1397000 118.875 111.818 103.76 334.453
1398000 119.608 112.149 104.904 336.66
1399000 119.013 111.741 103.828 334.583
1400000 120.071 111.94 104.278 336.289
1401000 119.27 113.099 105.512 337.881
1402000 119.385 112.785 105.082 337.252
1403000 121.385 113.909 107.032 342.326
1404000 120.402 112.602 105.255 338.258
1405000 119.458 111.708 103.394 334.56
1406000 118.901 112.817 104.75 336.468
1407000 119.073 112.606 103.992 335.671
1408000 118.566 112.35 103.509 334.425
1409000 119.178 114.383 103.716 337.276
1410000 118.982 113.94 103.897 336.82
1411000 120.37 115.344 105.315 341.029
1412000 120.84 114.991 106.068 341.899
1413000 120.849 115.604 105.386 341.84
1414000 120.003 115.553 105.145 340.7
1415000 118.108 113.254 104.123 335.485
1416000 119.786 114.634 104.977 339.397
1417000 118.992 114.149 104.529 337.67
1418000 121.135 116.079 106.379 343.593
1419000 121.101 115.363 107.086 343.55
1420000 120.859 115.998 106.192 343.049
1421000 120.652 115.843 106.551 343.046
1422000 121.04 115.721 107.412 344.173
1423000 120.867 115.478 106.512 342.857
1424000 122.642 116.278 107.027 345.947
1425000 121.83 115.857 107.297 344.984
1426000 121.475 114.153 106.087 341.715
1427000 122.081 115.384 106.597 344.062
1428000 121.3 114.778 106.428 342.506
1429000 123.995 115.747 107.583 347.324
1430000 123.69 116.267 107.766 347.723
1431000 124.345 116.08 107.61 348.035
1432000 123.038 115.179 107.445 345.662
1433000 123.071 115.389 107.168 345.628
1434000 123.549 115.707 106.778 346.034
1435000 123.789 115.614 107.211 346.615
1436000 123.194 116.095 107.539 346.827
1437000 124.125 116.029 107.496 347.65
1438000 123.06 116.522 106.793 346.376
1439000 124.12 116.361 108.546 349.027
1440000 123.704 116.161 108.391 348.256
1441000 122.55 115.056 107.9 345.507
1442000 124.324 116.563 108.88 349.767
1443000 122.436 115.509 107.001 344.946
1444000 122.5 114.416 106.779 343.695
1445000 123.528 115.224 106.43 345.182
1446000 124.138 115.832 107.226 347.196
1447000 125.844 117.65 107.698 351.191
1448000 124.814 115.628 106.666 347.109
1449000 125.705 115.972 106.978 348.654
1450000 124.289 116.385 106.184 346.858
1451000 124.861 116.999 107.196 349.055
1452000 124.287 116.745 107.001 348.033
1453000 125.051 117.819 107.16 350.03
1454000 126.743 119.367 109.324 355.434
1455000 126.983 119.002 107.989 353.974
1456000 126.977 120.061 109.127 356.165
1457000 125.483 118.941 108.493 352.917
1458000 126.78 119.891 108.927 355.598
1459000 127.976 120.074 109.327 357.376
1460000 127.294 119.684 109.214 356.193
1461000 126.73 120.561 109.478 356.769
1462000 128.002 121.896 110.469 360.367
1463000 128.243 121.223 110.694 360.16
1464000 128.296 122.003 110.856 361.155
1465000 129.636 122.785 111.794 364.215
1466000 127.876 122.675 110.654 361.205
1467000 127.75 122.496 110.971 361.217
1468000 128.54 122.104 111.165 361.809
1469000 128.009 122.033 111.216 361.259
1470000 128.381 121.487 111.525 361.393
1471000 127.436 121.815 109.69 358.941
1472000 127.598 122.003 110.351 359.952
1473000 127.838 122.339 110.158 360.336
1474000 128.538 123.795 110.938 363.272
1475000 128.89 123.415 111.386 363.691
1476000 128.29 121.983 110.997 361.27
1477000 130.637 124.495 112.76 367.891
1478000 128.635 123.028 112.148 363.812
1479000 130.572 124.627 111.978 367.177
1480000 129.752 123.132 111.375 364.258
1481000 130.908 125.176 112.493 368.577
1482000 130.931 125.001 113.011 368.943
1483000 130.771 125.284 112.9 368.956
1484000 130.729 125.283 113.383 369.395
1485000 130.799 126.191 114.479 371.468
1486000 131.28 125.479 113.734 370.493
1487000 131.414 125.69 112.952 370.056
1488000 131.828 126.325 114.563 372.716
1489000 132.216 126.981 114.799 373.996
1490000 131.544 126.601 114.332 372.478
1491000 131.401 126.49 113.478 371.369
1492000 132.146 126.181 114.478 372.805
1493000 130.821 125.275 113.916 370.012
1494000 131.626 125.92 113.855 371.401
1495000 130.649 124.988 112.93 368.567
1496000 132.809 126.542 114.45 373.801
1497000 132.153 125.871 113.932 371.956
1498000 130.781 124.704 113.534 369.019
1499000 130.384 124.544 112.452 367.379
1500000 130.64 123.625 112.404 366.669
1501000 130.847 123.548 112.007 366.401
1502000 132.52 124.221 113.433 370.173
1503000 132.357 124.002 112.55 368.91
1504000 130.58 123.19 112.106 365.875
1505000 131.428 124.713 113.29 369.431
1506000 131.053 123.822 113.183 368.058
1507000 130.973 123.626 113.644 368.242
1508000 130.747 123.099 112.936 366.781
1509000 131.095 123.051 113.29 367.436
1510000 131.629 124.042 113.686 369.357
1511000 131.777 123.238 113.658 368.674
1512000 130.544 122.172 112.365 365.081
1513000 131.987 123.357 114.233 369.577
1514000 132.805 123.315 113.997 370.118
1515000 132.42 123.424 113.697 369.542
1516000 132.805 123.061 114.893 370.759
1517000 133.067 123.863 114.336 371.266
1518000 133.583 124.501 114.261 372.345
1519000 133.844 124.857 114.172 372.874
1520000 133.003 124.994 113.873 371.87
1521000 134.588 125.55 114.427 374.565
1522000 134.69 124.841 114.341 373.872
1523000 133.846 124.456 113.491 371.793
1524000 133.605 123.933 113.009 370.547
1525000 133.345 123.195 113.577 370.117
1526000 134.325 123.223 114.09 371.638
1527000 135.164 123.997 115.84 375.001
1528000 135.684 124.085 117.304 377.074
1529000 135.155 123.063 116.946 375.164
1530000 134.083 122.399 116.27 372.752
1531000 133.868 123.057 116.505 373.431
1532000 134.385 122.767 117.547 374.7
1533000 134.252 123.349 116.518 374.118
1534000 135.522 124.095 117.157 376.775
1535000 134.979 123.234 115.164 373.376
1536000 135.15 123.65 116.445 375.245
1537000 135.621 124.879 116.849 377.349
1538000 135.882 125.696 118.298 379.876
1539000 137.041 125.925 118.396 381.361
1540000 137.906 126.643 118.995 383.545
1541000 137.895 127.728 119.818 385.441
1542000 137.982 125.986 119.381 383.349
1543000 137.68 126.306 118.578 382.564
1544000 137.841 127.341 117.376 382.559
1545000 137.982 126.824 118.174 382.98
1546000 138.969 127.448 118.186 384.603
1547000 141.198 128.895 120.126 390.219
1548000 140.181 127.422 118.635 386.238
1549000 140.981 128.425 120.347 389.752
1550000 138.662 126.381 118.134 383.178
1551000 140.617 128.168 119.712 388.497
1552000 138.662 127.092 118.167 383.921
1553000 138.076 127.707 119.135 384.918
1554000 139.248 126.927 119.178 385.353
1555000 138.85 127.527 119.989 386.367
1556000 139.369 127.28 120.453 387.102
1557000 137.488 126.569 118.298 382.355
1558000 136.588 126.434 118.988 382.011
1559000 137.348 125.688 118.564 381.601
1560000 137.325 126.603 119.329 383.257
1561000 137.501 126.18 118.758 382.439
1562000 138.027 125.738 118.327 382.092
1563000 137.558 125.689 117.759 381.006
1564000 138.807 127.475 118.848 385.13
1565000 138.565 126.799 118.815 384.18
1566000 139.24 127.148 118.957 385.345
1567000 138.589 126.82 118.558 383.967
1568000 141.449 128.541 121.025 391.015
1569000 139.984 127.163 118.801 385.948
1570000 141.074 127.886 120.688 389.649
1571000 139.632 126.874 119.817 386.323
1572000 139.183 126.335 118.458 383.976
1573000 139.701 126.539 119.49 385.731
1574000 138.376 126.671 117.746 382.794
1575000 138.929 127.899 119.579 386.407
1576000 139.613 127.279 118.833 385.724
1577000 138.712 127.015 118.666 384.394
1578000 138.436 127.864 118.458 384.758
1579000 137.867 127.9 117.421 383.188
1580000 139.468 127.641 119.303 386.412
1581000 138.412 127.658 119.116 385.186
1582000 138.41 128.052 119.068 385.53
1583000 138.895 128.385 119.246 386.526
1584000 139.85 129.412 120.145 389.406
1585000 139.846 127.715 120.683 388.245
1586000 140.306 130.182 121.33 391.818
1587000 138.89 128.636 119.667 387.194
1588000 139.598 128.414 120.516 388.529
1589000 138.462 128.812 119.522 386.796
1590000 139.064 128.308 120.077 387.45
1591000 137.46 128.013 120.506 385.978
1592000 137.509 127.985 119.848 385.342
1593000 137.524 127.985 119.345 384.854
1594000 137.279 127.92 119.767 384.966
1595000 137.641 126.915 119.783 384.34
1596000 138.065 127.659 120.325 386.049
1597000 135.767 126.751 119.114 381.632
1598000 138.364 128.804 120.956 388.124
1599000 137.982 127.274 119.705 384.961
1600000 136.641 127.707 118.448 382.796
1601000 137.925 127.617 118.706 384.248
1602000 137.645 128.125 118.58 384.349
1603000 138.028 127.779 118.615 384.422
1604000 138.394 129.144 119.311 386.848
1605000 139.029 128.251 118.977 386.258
1606000 138.134 127.467 119.048 384.649
1607000 141.429 129.824 120.814 392.067
1608000 137.868 128.174 118.806 384.848
1609000 138.359 128.602 119.255 386.216
1610000 138.665 128.521 119.912 387.099
1611000 138.871 128.35 119.027 386.249
1612000 139.858 129.837 120.399 390.093
1613000 140.213 130.584 120.767 391.564
1614000 138.224 129.351 120.198 387.774
1615000 140.627 131.313 121.485 393.424
1616000 139.672 129.868 120.313 389.853
1617000 140.383 129.923 121.633 391.94
1618000 140.104 130.359 121.957 392.42
1619000 140.128 129.757 121.963 391.848
1620000 139.918 129.25 121.421 390.589
1621000 139.169 129.327 121.924 390.42
1622000 138.372 130.137 120.662 389.171
1623000 139.243 130.078 122.136 391.457
1624000 138.386 128.943 120.984 388.313
1625000 140.844 129.74 120.564 391.148
1626000 140.56 129.74 122.09 392.389
1627000 140.784 129.698 121.247 391.729
1628000 141.435 130.888 123.347 395.671
1629000 142.148 129.953 122.982 395.084
1630000 140.084 129.52 121.958 391.562
1631000 141.453 131.437 122.571 395.462
1632000 141.568 131.829 123.989 397.387
1633000 140.984 131.171 123.459 395.614
1634000 141.093 131.574 123.282 395.948
1635000 142.328 132.426 123.297 398.051
1636000 142.573 132.515 124.833 399.921
1637000 141.663 132.341 123.289 397.294
1638000 141.552 131.769 122.763 396.084
1639000 142.332 132.674 122.042 397.047
1640000 142.213 133.136 123.157 398.505
1641000 143.302 132.549 123.9 399.751
1642000 143.725 132.159 123.41 399.294
1643000 142.703 133.072 123.635 399.409
1644000 142.468 132.199 123.629 398.297
1645000 141.104 131.78 123.196 396.08
1646000 141.517 133.149 123.996 398.663
1647000 141.169 133.847 124.818 399.835
1648000 142.061 133.87 124.502 400.434
1649000 142.258 133.891 124.521 400.67
1650000 143.523 135.212 124.982 403.718
1651000 141.479 134.181 122.96 398.62
1652000 142.233 134.512 123.585 400.33
1653000 142.793 134.374 123.584 400.75
1654000 143.031 134.459 122.384 399.875
1655000 143.696 134.392 123.846 401.934
1656000 143.924 135.027 123.001 401.953
1657000 143.558 134.6 123.523 401.681
1658000 141.809 133.642 123.794 399.245
1659000 143.185 134.807 123.876 401.868
1660000 143.315 134.866 124.095 402.276
1661000 143.465 135.891 124.688 404.044
1662000 144.171 135.912 124.872 404.955
1663000 142.377 134.597 123.599 400.573
1664000 143.502 135.019 124.814 403.335
1665000 143.368 134.112 123.346 400.826
1666000 143.458 133.904 122.136 399.498
1667000 144.047 134.217 123.107 401.371
1668000 144.09 133.884 122.521 400.495
1669000 143.393 133.689 122.795 399.877
1670000 143.65 133.056 122.08 398.786
1671000 144.582 133.982 123.446 402.01
1672000 144.695 134.071 124.196 402.962
1673000 143.569 133.52 122.603 399.692
1674000 143.317 132.627 123.339 399.282
1675000 143.405 133.167 123.02 399.592
1676000 145.084 133.931 125.037 404.052
1677000 144.479 132.725 124.333 401.536
1678000 144.02 133.618 124.459 402.097
1679000 144.191 134.202 124.185 402.579
1680000 143.942 133.116 123.961 401.019
1681000 145.088 134.795 125.313 405.196
1682000 145.308 135.065 125.03 405.404
1683000 145.231 135.659 126.42 407.31
1684000 144.552 135.199 125.455 405.206
1685000 143.874 134.06 124.039 401.972
1686000 145.296 135.04 125.124 405.46
1687000 144.196 134.503 125.293 403.992
1688000 144.618 134.572 125.05 404.241
1689000 143.398 134.436 125.643 403.477
1690000 144.659 135.133 125.855 405.647
1691000 143.316 134.21 124.836 402.362
1692000 144.054 134.033 124.901 402.988
1693000 145.125 134.672 126.064 405.86
1694000 145.515 136.247 126.803 408.566
1695000 147.119 136.146 126.813 410.078
1696000 147.312 136.479 126.377 410.168
1697000 147.615 136.455 126.923 410.994
1698000 147.383 136.934 126.608 410.924
1699000 148.718 138.375 129.065 416.158
1700000 148.226 138.028 128.084 414.337
1701000 147.686 136.453 127.609 411.748
1702000 147.776 136.136 127.915 411.828
1703000 146.659 137.356 128.387 412.402
1704000 147.945 137.964 128.183 414.093
1705000 147.396 137.899 128.308 413.603
1706000 149.469 138.893 129.509 417.871
1707000 148.892 137.846 129.185 415.923
1708000 149.192 138.732 129.685 417.608
1709000 149.449 138.396 129.504 417.349
1710000 150.1 137.882 129.38 417.362
1711000 151.005 140.451 130.704 422.16
1712000 150.517 138.428 130.282 419.226
1713000 148.272 137.997 130.15 416.419
1714000 147.572 137.037 128.613 413.222
1715000 147.813 137.527 129.705 415.045
1716000 147.524 139.789 130.379 417.692
1717000 148.728 139.365 130.19 418.283
1718000 148.073 139.169 129.99 417.232
1719000 146.884 138.49 129.629 415.003
1720000 146.452 138.246 128.826 413.524
1721000 146.284 137.424 128.973 412.68
1722000 146.591 137.783 129.699 414.073
1723000 145.636 137.829 130.023 413.488
1724000 145.792 138.488 129.252 413.532
1725000 147.393 139.016 130.456 416.865
1726000 147.05 139.288 130.995 417.332
1727000 145.889 139.787 129.102 414.778
1728000 146.644 138.834 128.995 414.472
1729000 145.504 138.755 129.179 413.437
1730000 146.734 138.682 129.514 414.93
1731000 147.621 140.089 130.023 417.733
1732000 145.452 138.852 128.862 413.167
1733000 146.127 139.38 129.415 414.921
1734000 145.85 139.16 128.342 413.353
1735000 145.374 138.702 129.329 413.405
1736000 146.539 140.023 130.144 416.706
1737000 145.76 139.451 130.814 416.025
1738000 147.218 139.924 132.417 419.559
1739000 148.822 140.867 133.004 422.693
1740000 146.742 139.785 131.348 417.875
1741000 144.259 137.751 129.219 411.228
1742000 146.831 139.149 130.297 416.277
1743000 146.641 140.045 130.68 417.366
1744000 147.387 139.626 131.195 418.208
1745000 148.557 140.167 131.873 420.597
1746000 146.945 138.862 130.901 416.708
1747000 149.788 140.47 132.714 422.972
1748000 147.349 140.519 131.484 419.351
1749000 147.379 141.118 131.246 419.742
1750000 146.423 140.912 131.897 419.232
1751000 146.548 139.56 130.27 416.378
1752000 147.722 139.952 131.313 418.987
1753000 147.97 140.903 132.966 421.838
1754000 147.058 140.103 131.468 418.628
1755000 148.211 141.523 131.675 421.409
1756000 148.042 142.273 132.495 422.81
1757000 147.816 141.72 132.163 421.699
1758000 147.883 141.971 133.694 423.548
1759000 147.321 140.901 132.867 421.089
1760000 146.877 139.795 133.084 419.756
1761000 148.341 141.388 133.99 423.719
1762000 148.502 141.052 134.091 423.645
1763000 148.065 139.776 132.957 420.799
1764000 149.134 142.508 134.225 425.867
1765000 147.833 140.356 133.217 421.407
1766000 149.242 142.587 134.2 426.029
1767000 148.822 142.813 134.614 426.248
1768000 150.149 142.546 134.233 426.929
1769000 149.344 141.778 134.449 425.571
1770000 150.495 143.705 135.628 429.827
1771000 149.39 142.457 134.442 426.288
1772000 148.988 142.281 133.673 424.942
1773000 149.703 143.393 134.134 427.23
1774000 148.714 142.403 133.843 424.96
1775000 148.268 143.028 134.416 425.712
1776000 149.17 143.935 134.601 427.706
1777000 149.17 143.475 135.003 427.648
1778000 150.061 145.262 134.637 429.96
1779000 150.097 145.345 136.262 431.704
1780000 148.243 143.052 134.321 425.616
1781000 149.008 143.957 134.827 427.792
1782000 148.236 143.328 133.909 425.474
1783000 147.914 143.459 134.407 425.78
1784000 148.896 144.352 133.976 427.224
1785000 149.669 144.237 135.727 429.634
1786000 148.675 144.794 134.505 427.975
1787000 149.461 144.971 134.787 429.219
1788000 149.453 145.711 136.024 431.189
1789000 149.4 144.902 134.656 428.958
1790000 150.378 145.876 135.399 431.654
1791000 149.634 144.708 135.114 429.456
1792000 148.665 143.833 134.331 426.829
1793000 149.427 145.101 135.328 429.855
1794000 148.899 144.484 135.836 429.219
1795000 150.557 145.605 136.941 433.104
1796000 149.645 145.299 136.447 431.39
1797000 150.172 144.883 137.101 432.155
1798000 148.894 144.145 136.558 429.597
1799000 149.806 143.683 136.447 429.937
1800000 148.345 142.697 135.236 426.278
1801000 149.7 143.747 136.765 430.212
1802000 149.913 144.201 138.034 432.148
1803000 149.481 145.089 137.145 431.715
1804000 148.263 143.982 137.236 429.48
1805000 149.438 145.9 136.698 432.037
1806000 148.6 145.237 137.394 431.231
1807000 150.385 146.003 137.793 434.18
1808000 150.572 145.937 138.514 435.023
1809000 149.761 144.981 136.935 431.677
1810000 151.452 147.595 138.339 437.386
1811000 151.989 148.075 141.045 441.11
1812000 152.025 147.944 140.867 440.836
1813000 151.551 146.831 139.276 437.658
1814000 151.214 146.624 140.089 437.926
1815000 152.048 148.419 140.214 440.681
1816000 151.494 146.445 140.282 438.22
1817000 150.897 146.222 139.994 437.112
1818000 149.725 146.167 138.465 434.357
1819000 148.321 145.372 139.183 432.876
1820000 151.422 147.823 140.219 439.464
1821000 150.909 146.871 139.78 437.561
1822000 151.897 147.666 140.323 439.886
1823000 152.002 148.257 141.087 441.346
1824000 152.647 147.658 140.23 440.535
1825000 152.509 146.728 139.65 438.887
1826000 152.378 147.084 140.242 439.704
1827000 150.544 147.159 139.451 437.155
1828000 150.409 146.366 138.586 435.361
1829000 150.071 147.624 138.86 436.556
1830000 149.186 147.734 138.347 435.267
1831000 149.072 147.632 138.766 435.469
1832000 148.163 147.266 138.497 433.926
1833000 148.365 148.722 137.362 434.449
1834000 150.958 148.73 139.508 439.196
1835000 152.608 149.576 140.205 442.389
1836000 151.713 149.723 141.168 442.604
1837000 152.896 150.364 140.355 443.615
1838000 152.777 150.934 141.848 445.559
1839000 152.761 150.928 140.798 444.487
1840000 151.971 149.683 139.982 441.636
1841000 152.938 149.373 139.55 441.861
1842000 152.921 150.159 139.203 442.282
1843000 152.091 148.543 137.833 438.467
1844000 152.097 150.026 138.81 440.933
1845000 152.78 151.356 139.833 443.969
1846000 151.977 150.788 139.706 442.471
1847000 151.935 150.963 138.913 441.812
1848000 151.68 150.917 139.045 441.643
1849000 152.07 150.518 138.697 441.285
1850000 152.756 150.558 139.375 442.689
1851000 150.33 149.286 137.534 437.149
1852000 150.439 149.894 138.87 439.203
1853000 150.135 148.822 136.75 435.707
1854000 151.38 150.697 137.79 439.867
1855000 151.105 150.444 136.671 438.22
1856000 152.051 151.747 138.547 442.345
1857000 153.861 152.456 139.675 445.992
1858000 150.59 150.512 137.779 438.881
1859000 151.934 151.494 138.243 441.671
1860000 150.223 150.851 139.576 440.65
1861000 151.52 150.465 138.84 440.825
1862000 150.969 150.585 138.603 440.158
1863000 151.519 150.316 138.685 440.52
1864000 151.139 149.939 138.605 439.683
1865000 152.111 150.642 139.686 442.44
1866000 152.725 151.272 139.943 443.94
1867000 151.361 150.235 139.257 440.853
1868000 151.461 148.875 137.956 438.292
1869000 151.49 148.732 138.344 438.565
1870000 152.292 149.076 139.154 440.523
1871000 152.68 149.404 139.465 441.548
1872000 152.864 149.905 138.927 441.697
1873000 151.107 148.532 138.927 438.565
1874000 151.971 150.503 140.437 442.911
1875000 151.64 150.444 140.052 442.136
1876000 151.908 150.306 138.52 440.733
1877000 152.24 150.187 139.262 441.689
1878000 151.837 150.555 139.614 442.006
1879000 150.5 149.414 137.724 437.638
1880000 150.622 150.621 138.714 439.956
1881000 152.571 151.437 140.105 444.113
1882000 150.742 150.799 139.733 441.274
1883000 152.47 152.097 141.163 445.73
1884000 150.487 150.672 139.422 440.582
1885000 150.044 149.73 139.264 439.038
1886000 150.404 149.103 138.243 437.75
1887000 153.413 151.107 140.953 445.473
1888000 152.621 150.091 139.891 442.603
1889000 154.495 153.082 142.069 449.646
1890000 152.689 150.305 140.318 443.312
1891000 152.609 151.348 140.468 444.424
1892000 153.745 152.01 140.713 446.468
1893000 152.969 151.546 140.451 444.966
1894000 153.234 152.795 140.538 446.568
1895000 153.463 153.423 141.977 448.864
1896000 153.827 153.112 140.865 447.805
1897000 153.878 152.979 141.075 447.932
1898000 152.988 151.827 140.412 445.228
1899000 153.806 152.621 140.366 446.793
1900000 153.222 151.821 139.914 444.957
1901000 152.619 152.775 140.841 446.234
1902000 152.366 152.662 140.991 446.018
1903000 153.186 152.638 141.882 447.707
1904000 153.407 152.558 140.198 446.162
1905000 153.178 152.729 139.93 445.838
1906000 152.987 152.491 140.024 445.502
1907000 152.418 152.181 140.034 444.634
1908000 154.673 154.551 142.445 451.669
1909000 152.512 151.807 139.974 444.293
1910000 152.992 152.385 141.652 447.028
1911000 152.502 152.232 140.74 445.473
1912000 151.069 150.917 140.299 442.285
1913000 152.045 151.79 140.862 444.697
1914000 151.259 151.727 140.715 443.701
1915000 151.987 151.14 140.447 443.575
1916000 154.414 153.575 141.48 449.469
1917000 155.151 154.087 141.613 450.852
1918000 154.831 152.323 140.435 447.588
1919000 153.685 153.105 140.412 447.202
1920000 153.219 151.564 139.521 444.304
1921000 153.438 152.936 139.784 446.158
1922000 154.399 152.532 138.934 445.865
1923000 156.108 153.307 140.471 449.887
1924000 155.362 152.57 139.553 447.486
1925000 154.656 152.79 140.295 447.741
1926000 155.505 153.734 140.636 449.875
1927000 157.282 155.628 142.012 454.922
1928000 154.649 153.337 140.632 448.619
1929000 154.959 154.398 140.971 450.328
1930000 156.837 154.921 141.213 452.971
1931000 156.895 155.256 141.138 453.289
1932000 156.735 155.687 142.579 455
1933000 156.285 156.365 141.865 454.515
1934000 158.55 157.178 142.682 458.41
1935000 157.457 157.817 142.882 458.156
1936000 156.931 157.197 142.865 456.993
1937000 156.235 155.501 142.775 454.511
1938000 158.693 157.765 143.665 460.124
1939000 156.882 157.634 143.024 457.541
1940000 157.499 157.721 142.046 457.266
1941000 156.971 157.942 142.231 457.144
1942000 155.471 156.814 140.311 452.596
1943000 154.782 155.383 139.942 450.107
1944000 155.486 156.542 141.193 453.22
1945000 155.546 158.141 141.504 455.192
1946000 156.369 158.344 142.368 457.081
1947000 156.129 157.621 141.66 455.41
1948000 155.399 157.238 141.847 454.484
1949000 155.934 157.957 142.392 456.282
1950000 156.118 157.215 142.573 455.906
