# Time-averaged data for fix noavgmsd
# TimeStep c_h2oMSD[1] c_h2oMSD[2] c_h2oMSD[3] c_h2oMSD[4]
60000 7.53324 7.78019 6.94663 22.2601
61000 7.55663 8.17483 7.1857 22.9172
62000 7.85779 8.06581 7.27796 23.2016
63000 8.0399 8.16934 7.03078 23.24
64000 7.69181 8.27856 7.32071 23.2911
65000 7.85139 8.50987 7.32898 23.6902
66000 8.01013 8.3287 7.29042 23.6292
67000 7.90507 8.56931 7.34685 23.8212
68000 8.07627 8.45389 7.25275 23.7829
69000 8.51515 8.59665 7.30048 24.4123
70000 8.0742 8.69349 7.65321 24.4209
71000 7.9809 8.62869 7.7419 24.3515
72000 8.42772 8.71963 7.62759 24.7749
73000 8.25292 9.00572 7.73913 24.9978
74000 8.71236 8.90369 7.78706 25.4031
75000 8.57202 9.28415 7.72617 25.5823
76000 8.77709 8.84821 7.83251 25.4578
77000 8.93799 9.08113 7.89287 25.912
78000 9.07443 9.21103 7.9887 26.2742
79000 9.10396 9.02102 8.13637 26.2613
80000 9.27955 9.17206 8.59977 27.0514
81000 9.43574 8.95991 8.30422 26.6999
82000 9.42365 9.41651 8.32543 27.1656
83000 9.20476 9.29033 8.39196 26.8871
84000 9.38179 9.35969 8.57741 27.3189
85000 9.27276 9.67267 8.93557 27.881
86000 9.34483 9.98098 8.89596 28.2218
87000 9.36009 10.2448 9.07795 28.6829
88000 9.32456 10.0288 9.63251 28.9858
89000 9.38314 9.87026 9.36624 28.6196
90000 9.79928 10.4379 9.83634 30.0735
91000 9.87394 10.3399 9.7914 30.0052
92000 9.86612 10.5557 9.88233 30.3041
93000 10.0903 10.8848 9.93509 30.9103
94000 9.99337 10.6834 9.7531 30.4298
95000 10.037 10.6343 9.81112 30.4824
96000 10.3543 10.8982 9.72716 30.9797
97000 10.3625 10.9411 10.1874 31.491
98000 10.3767 10.9884 10.0199 31.3851
99000 10.3709 10.9687 10.3905 31.7301
100000 10.5001 11.13 9.94703 31.5771
101000 10.3641 11.0258 10.114 31.5038
102000 10.2956 11.1903 9.75427 31.2402
103000 10.6581 11.1313 9.90385 31.6932
104000 10.3808 11.2677 10.0568 31.7052
105000 10.388 11.2032 10.4233 32.0145
106000 10.3488 11.3426 10.5472 32.2386
107000 10.2411 11.5097 10.5732 32.324
108000 10.5347 11.7687 10.6445 32.9479
109000 10.7222 11.5104 10.7744 33.007
110000 10.7474 11.7231 11.0182 33.4887
111000 10.6184 11.9386 10.6462 33.2033
112000 10.7451 11.5425 10.8555 33.1431
113000 10.6213 11.5783 10.5097 32.7093
114000 10.9504 12.0426 10.851 33.844
115000 10.8218 12.0866 10.7685 33.677
116000 11.008 11.7825 11.0558 33.8464
117000 10.9372 12.0022 11.085 34.0244
118000 11 12.0212 11.1916 34.2128
119000 11.3704 12.216 11.0076 34.594
120000 11.1764 12.1283 11.2013 34.506
121000 11.5139 11.9452 11.3958 34.8548
122000 11.3245 12.3291 11.1282 34.7818
123000 11.4097 12.2656 11.3761 35.0513
124000 11.36 12.3436 11.3458 35.0494
125000 11.6502 12.1969 11.2263 35.0733
126000 11.5227 12.2907 11.4626 35.2761
127000 11.3371 12.3315 11.4605 35.129
128000 11.5219 12.5216 11.5586 35.6021
129000 11.6891 12.835 11.7313 36.2553
130000 11.4891 12.886 11.8441 36.2192
131000 11.353 12.9208 11.7146 35.9884
132000 11.3207 13.1319 11.7752 36.2278
133000 11.7905 13.1395 11.8239 36.7539
134000 11.7109 12.9462 11.6368 36.2938
135000 11.8664 12.9763 11.6833 36.526
136000 11.6609 12.8574 11.7229 36.2411
137000 11.918 12.8354 11.7016 36.455
138000 12.1 13.4765 11.7753 37.3519
139000 12.1253 13.4596 12.0437 37.6286
140000 11.9841 13.3236 12.2041 37.5118
141000 12.1099 13.1257 12.1232 37.3589
142000 12.2376 13.1808 12.1402 37.5587
143000 12.2592 13.3728 12.2243 37.8563
144000 12.4673 13.7867 12.3481 38.602
145000 12.3844 13.6277 11.9667 37.9788
146000 12.8247 13.7297 12.1225 38.6769
147000 12.6819 13.9233 12.3514 38.9566
148000 12.9213 13.7398 12.7556 39.4167
149000 12.6068 13.7793 12.7252 39.1113
150000 12.7689 13.7791 13.0695 39.6175
151000 12.9867 13.7059 13.269 39.9616
152000 12.9014 14.4209 13.4203 40.7427
153000 12.9633 14.4446 13.6101 41.018
154000 13.0308 14.3702 13.7511 41.1521
155000 13.2514 14.7986 13.3681 41.4181
156000 13.1844 14.6478 13.7841 41.6163
157000 13.279 14.3595 13.5703 41.2088
158000 13.3277 14.6991 13.5702 41.5971
159000 13.4764 14.5111 13.4891 41.4766
160000 13.9026 14.7059 13.5371 42.1456
161000 13.6335 14.4263 13.6765 41.7363
162000 13.7952 14.8442 14.2974 42.9368
163000 13.7672 14.8501 13.91 42.5273
164000 13.8108 15.1783 14.0771 43.0662
165000 14.171 15.0471 14.0208 43.2389
166000 14.4586 14.9853 13.8969 43.3408
167000 14.4965 15.1168 14.1409 43.7542
168000 14.9243 15.5384 14.3251 44.7878
169000 15.2207 15.4071 14.4151 45.0429
170000 15.2521 15.5173 14.5482 45.3176
171000 15.6552 15.5381 14.649 45.8423
172000 15.8374 15.5293 14.7215 46.0882
173000 15.7078 15.7104 14.815 46.2332
174000 15.788 15.8417 14.6989 46.3287
175000 15.8228 15.9017 15.0152 46.7397
176000 15.8111 16.2471 14.896 46.9541
177000 15.9095 16.1889 14.7313 46.8297
178000 16.2721 16.3449 14.8584 47.4755
179000 16.1089 16.1277 14.8579 47.0946
180000 16.1002 16.5257 15.0801 47.706
181000 16.0186 16.2095 15.2339 47.462
182000 16.1144 16.3277 15.1067 47.5488
183000 15.8966 16.5951 15.2496 47.7413
184000 16.5557 16.6689 15.3358 48.5604
185000 16.5001 16.8141 15.3432 48.6574
186000 16.7819 16.4413 15.3924 48.6156
187000 17.0888 16.4664 15.3971 48.9523
188000 16.8144 16.9992 15.5514 49.365
189000 16.9578 16.6943 15.6211 49.2732
190000 17.3838 16.9081 15.6899 49.9818
191000 17.7857 16.9314 16.0144 50.7315
192000 17.1696 16.7602 15.9433 49.8731
193000 17.0098 17.1661 16.1903 50.3661
194000 17.3561 17.1228 16.2528 50.7318
195000 17.1418 16.852 16.2288 50.2225
196000 17.4564 16.582 16.7333 50.7717
197000 17.6731 16.7238 16.4618 50.8587
198000 17.7431 17.0372 16.9775 51.7578
199000 17.6089 16.846 16.471 50.9259
200000 17.4821 16.5805 16.6242 50.6868
201000 17.6426 16.505 16.3169 50.4646
202000 17.7137 16.7203 16.3325 50.7665
203000 17.7854 16.7832 16.7689 51.3376
204000 17.7247 16.5244 16.8747 51.1238
205000 18.0209 17.0296 17.2685 52.3189
206000 18.1576 17.0367 17.3699 52.5642
207000 18.0062 17.0733 17.4921 52.5716
208000 18.2415 17.1866 17.3034 52.7316
209000 18.2729 17.3955 17.7886 53.457
210000 18.2958 17.1032 17.7893 53.1883
211000 18.3685 17.4273 17.9635 53.7592
212000 18.6721 17.2863 18.5644 54.5229
213000 18.7569 17.3866 18.8492 54.9928
214000 18.7908 17.6349 18.4566 54.8823
215000 18.7901 17.5719 18.3338 54.6958
216000 19.5515 18.1051 18.6641 56.3208
217000 19.2626 18.0347 18.5568 55.8542
218000 19.5497 17.7201 19.4405 56.7103
219000 19.8221 17.641 18.9207 56.3837
220000 19.4668 18.1472 18.8452 56.4592
221000 19.8332 18.0939 18.9288 56.8559
222000 19.6857 18.1532 18.9453 56.7841
223000 19.8582 17.936 19.058 56.8522
224000 19.8413 18.2818 18.5364 56.6596
225000 19.5329 18.3365 18.6201 56.4895
226000 20.0608 18.8592 19.0595 57.9796
227000 19.5711 18.5859 18.4405 56.5975
228000 20.3979 18.8228 18.6889 57.9096
229000 19.9781 18.6399 19.2895 57.9075
230000 20.1437 18.4087 19.309 57.8614
231000 19.9903 18.6326 19.2566 57.8794
232000 19.7375 18.5148 19.2895 57.5418
233000 20.0466 19.2835 19.5623 58.8924
234000 20.1085 19.3178 19.8911 59.3174
235000 20.2547 19.6298 20.4819 60.3663
236000 19.9671 19.4229 20.444 59.834
237000 20.4809 19.7307 20.4013 60.6129
238000 20.321 19.5718 20.1769 60.0696
239000 20.1397 19.9795 19.7678 59.887
240000 20.4767 19.5683 20.3116 60.3565
241000 20.3618 20.0707 20.528 60.9606
242000 20.8164 20.0225 20.9524 61.7912
243000 21.181 20.3104 21.0604 62.5518
244000 21.3514 20.025 20.802 62.1784
245000 21.4252 20.1749 20.6727 62.2727
246000 21.3574 20.3577 20.7812 62.4963
247000 20.8933 20.124 20.8603 61.8776
248000 20.8833 20.6299 20.6094 62.1227
249000 20.782 20.385 21.0821 62.2491
250000 21.3803 20.5242 21.0198 62.9243
251000 21.0089 20.5476 21.2122 62.7687
252000 21.5227 20.7876 21.6332 63.9435
253000 21.3853 20.6356 21.5573 63.5781
254000 21.56 20.5069 21.5776 63.6445
255000 22.1327 20.9409 21.9639 65.0375
256000 22.1032 21.0181 21.8582 64.9796
257000 22.0511 21.3041 21.896 65.2512
258000 22.0942 21.2426 21.3468 64.6836
259000 22.2102 21.4972 21.8429 65.5503
260000 22.1237 21.592 21.8101 65.5258
261000 21.9068 21.9327 21.6391 65.4786
262000 21.718 21.3465 21.7983 64.8627
263000 21.9934 22.0613 21.7981 65.8529
264000 21.9438 21.8121 22.2158 65.9718
265000 22.4677 21.6314 22.0717 66.1708
266000 22.0936 21.3304 22.0361 65.4601
267000 22.4036 21.4654 22.5583 66.4273
268000 22.6097 21.5255 22.4064 66.5416
269000 23.0629 21.5797 22.8208 67.4633
270000 23.1219 21.5293 22.7757 67.4268
271000 23.1645 21.4888 22.5589 67.2122
272000 22.7862 21.9113 22.6909 67.3884
273000 23.1221 22.0699 22.6497 67.8417
274000 23.4665 22.2607 22.9686 68.6957
275000 23.2097 22.5632 23.067 68.8399
276000 23.3711 22.7657 22.9087 69.0455
277000 23.4469 22.5922 23.1913 69.2304
278000 24.3687 22.512 23.3429 70.2236
279000 23.3882 23.075 23.2309 69.6941
280000 23.6912 23.2047 23.4079 70.3037
281000 23.4431 22.9724 23.4196 69.835
282000 23.5216 23.2185 23.6921 70.4322
283000 23.6462 23.6348 24.1193 71.4002
284000 23.4381 23.3298 23.9284 70.6963
285000 23.5421 23.4794 24.0721 71.0936
286000 23.9579 23.2707 23.9971 71.2258
287000 23.9757 23.2866 23.5531 70.8153
288000 24.1879 23.541 23.7728 71.5017
289000 24.2279 23.3282 24.2628 71.8189
290000 24.3733 23.4627 24.4901 72.326
291000 24.1616 22.9204 24.2634 71.3455
292000 24.6732 23.1727 24.2738 72.1197
293000 25.0948 23.6871 24.612 73.3938
294000 25.1909 23.2803 24.4595 72.9306
295000 25.4578 23.661 24.7188 73.8377
296000 26.0435 23.9184 24.6971 74.6591
297000 25.7058 24.039 24.6489 74.3937
298000 25.8194 24.1749 24.6085 74.6029
299000 25.8622 23.9868 24.694 74.543
300000 25.7168 23.8791 24.3529 73.9488
301000 26.0935 24.1484 25.0039 75.2458
302000 26.024 24.1579 24.7936 74.9755
303000 26.3041 24.6147 24.7421 75.6609
304000 26.1876 24.1447 24.9167 75.2491
305000 26.5578 24.4192 24.6198 75.5967
306000 26.5531 24.5043 24.8296 75.887
307000 26.5905 24.807 24.9853 76.3827
308000 26.7065 24.6843 25.2199 76.6107
309000 26.939 24.7907 24.9294 76.659
310000 26.6088 24.4549 25.1208 76.1845
311000 27.0715 24.899 25.0061 76.9766
312000 27.1566 25.2 25.0266 77.3832
313000 27.662 25.2326 25.3656 78.2602
314000 27.6696 24.9113 25.0995 77.6804
315000 27.6177 25.4776 25.4072 78.5026
316000 27.706 25.3123 25.6066 78.6248
317000 28.1068 24.9301 25.271 78.308
318000 27.9706 25.3914 25.7191 79.0811
319000 28.6264 25.5156 25.7007 79.8427
320000 28.5319 25.6865 25.3849 79.6033
321000 28.3105 25.8984 25.6228 79.8317
322000 28.1432 25.4759 25.8537 79.4727
323000 28.5132 25.1546 25.7745 79.4423
324000 28.1066 25.6419 25.7135 79.4621
325000 28.3837 25.5467 26.1 80.0303
326000 28.389 26.0523 26.0008 80.4421
327000 29.0008 25.885 26.495 81.3809
328000 28.7176 25.6935 26.5914 81.0025
329000 29.4517 25.8448 26.8604 82.1569
330000 29.5917 25.9238 26.6345 82.15
331000 29.4168 25.6015 26.7737 81.792
332000 29.9701 26.0562 27.1273 83.1537
333000 30.2191 25.9684 26.9353 83.1228
334000 30.1594 26.3929 27.0516 83.6039
335000 29.7643 26.3079 26.899 82.9712
336000 30.1665 26.711 26.8873 83.7647
337000 29.7469 26.67 26.9845 83.4013
338000 30.0273 27.0971 27.6337 84.7581
339000 30.132 27.2891 27.7924 85.2135
340000 30.3428 27.1954 27.5408 85.079
341000 30.5592 27.0818 27.722 85.3631
342000 30.8064 27.2427 27.6505 85.6995
343000 31.0162 27.3327 27.5743 85.9231
344000 30.417 27.819 27.4512 85.6872
345000 31.3194 27.872 28.0396 87.231
346000 31.1939 27.9623 28.3532 87.5095
347000 31.1283 28.0534 28.417 87.5987
348000 31.4033 28.3396 28.329 88.0718
349000 31.647 28.6417 28.1701 88.4589
350000 31.5252 28.36 28.3117 88.1969
351000 31.9016 28.064 28.2827 88.2483
352000 31.7765 28.3326 28.1083 88.2175
353000 31.3338 28.2702 27.8596 87.4636
354000 31.7857 28.5297 28.0076 88.3231
355000 32.1672 28.8674 28.5119 89.5465
356000 31.9101 28.1587 28.3128 88.3816
357000 32.3452 28.5994 28.4549 89.3995
358000 32.7084 28.1564 28.6385 89.5033
359000 33.0181 29.0422 28.3215 90.3817
360000 32.7912 28.3995 27.7137 88.9044
361000 33.8615 29.2738 28.5904 91.7257
362000 33.5969 28.9504 28.2446 90.7918
363000 34.5022 29.1724 28.9192 92.5938
364000 34.4282 29.6633 28.8776 92.969
365000 33.4819 29.0763 28.856 91.4143
366000 34.0718 29.1198 28.5254 91.7171
367000 33.4964 29.22 28.4604 91.1769
368000 34.3198 28.9575 28.3877 91.665
369000 34.3881 28.9283 28.3275 91.6439
370000 34.8727 29.2818 28.5351 92.6896
371000 35.7293 29.2976 29.0105 94.0374
372000 35.5346 29.4802 28.9397 93.9545
373000 35.5627 29.568 29.3884 94.5192
374000 36.0155 30.0533 29.1804 95.2493
375000 35.3824 29.7956 28.9203 94.0983
376000 35.5365 30.113 28.976 94.6254
377000 35.6366 30.4053 28.6136 94.6555
378000 35.3534 30.0215 29.0876 94.4625
379000 35.3068 30.7533 29.2287 95.2888
380000 35.5851 30.2792 29.1633 95.0276
381000 35.3442 31.2467 30.042 96.6329
382000 36.0391 31.2357 30.2101 97.4848
383000 35.7129 31.2247 30.6195 97.5571
384000 35.7411 31.3412 31.0973 98.1796
385000 36.2846 31.8093 30.9498 99.0437
386000 36.175 31.5321 30.8344 98.5415
387000 36.395 31.4846 31.0607 98.9403
388000 36.4428 32.3032 31.003 99.7489
389000 36.4554 31.4729 31.2993 99.2276
390000 35.5498 32.25 31.2225 99.0222
391000 35.608 32.2166 31.4345 99.2591
392000 36.4527 32.4439 31.65 100.547
393000 36.3785 32.5857 31.602 100.566
394000 36.6471 32.2867 31.8791 100.813
395000 36.3332 32.3123 31.8957 100.541
396000 36.4502 32.1994 31.8509 100.501
397000 36.1832 32.4736 32.5051 101.162
398000 36.3888 32.1286 31.8781 100.396
399000 36.8849 32.3281 32.5182 101.731
400000 36.4563 33.0337 32.1643 101.654
401000 36.352 32.378 32.3767 101.107
402000 36.7008 32.7518 32.5891 102.042
403000 36.1945 32.3088 31.6632 100.167
404000 36.6904 32.4011 32.0138 101.105
405000 36.5381 33.0163 31.6033 101.158
406000 36.3302 32.7881 32.0775 101.196
407000 36.5866 33.4758 31.8231 101.886
408000 36.6802 33.2969 31.943 101.92
409000 36.1738 33.1779 31.7993 101.151
410000 36.9123 32.9312 31.6394 101.483
411000 37.0949 32.9915 31.7852 101.872
412000 36.811 32.8875 31.3791 101.078
413000 36.3828 33.256 30.9237 100.563
414000 36.0377 32.7428 31.0012 99.7817
415000 37.1572 32.7852 31.0476 100.99
416000 36.8298 32.7262 31.1221 100.678
417000 36.6133 33.6365 31.5499 101.8
418000 36.7833 33.5856 31.5971 101.966
419000 36.2065 33.366 31.4248 100.997
420000 35.8994 33.2606 31.0018 100.162
421000 36.6656 34.0242 31.2411 101.931
422000 36.5126 33.2602 31.1653 100.938
423000 37.0634 33.2184 31.1118 101.394
424000 37.8064 33.2539 31.1978 102.258
425000 37.8263 33.7455 31.7231 103.295
426000 37.615 33.6981 31.1488 102.462
427000 37.6185 33.538 31.5102 102.667
428000 37.4862 33.4321 31.6422 102.561
429000 37.4736 33.104 31.3999 101.978
430000 36.9065 32.5422 31.3985 100.847
431000 37.3037 32.0603 31.4742 100.838
432000 38.2586 32.9687 32.3781 103.605
433000 37.8471 32.2818 32.8503 102.979
434000 38.0681 32.7435 33.0967 103.908
435000 37.8989 32.6998 33.1994 103.798
436000 38.1469 32.3764 33.7756 104.299
437000 37.9602 33.3029 33.8979 105.161
438000 37.4454 33.5114 34.2234 105.18
439000 37.3749 33.258 33.5206 104.154
440000 38.1688 32.8816 34.055 105.105
441000 38.2068 33.2579 33.7684 105.233
442000 38.3149 33.6681 34.235 106.218
443000 38.7459 33.1875 34.7638 106.697
444000 38.0194 33.377 34.7173 106.114
445000 38.5926 33.2861 35.4847 107.363
446000 38.4256 33.4578 34.9835 106.867
447000 38.8476 34.0782 35.4142 108.34
448000 39.4364 33.6362 34.5745 107.647
449000 38.9012 33.0959 34.6413 106.638
450000 39.1859 33.4997 34.9685 107.654
451000 39.0328 33.7406 34.2113 106.985
452000 38.8303 33.6414 34.3697 106.841
453000 39.2712 33.8411 34.5634 107.676
454000 39.4317 33.8571 34.7286 108.017
455000 38.4543 34.5348 35.3252 108.314
456000 39.0668 34.2448 35.0216 108.333
457000 39.107 34.2668 34.9192 108.293
458000 39.1764 34.3126 35.1556 108.645
459000 39.4841 34.4862 35.2408 109.211
460000 39.7076 34.3815 34.7813 108.87
461000 40.3296 34.92 34.8931 110.143
462000 40.041 34.493 35.2904 109.824
463000 39.9056 34.1443 35.5037 109.554
464000 39.9732 34.6542 35.565 110.193
465000 39.9928 34.4118 35.8421 110.247
466000 39.3707 34.9738 35.3953 109.74
467000 39.9511 34.8012 36.1327 110.885
468000 40.1859 35.1512 36.0722 111.409
469000 40.4349 35.2038 35.9671 111.606
470000 40.2113 34.9839 36.0087 111.204
471000 40.5712 35.0392 36.431 112.041
472000 39.8081 35.0962 36.4926 111.397
473000 40.4069 35.1548 36.5058 112.067
474000 40.0972 35.5689 36.7358 112.402
475000 40.8529 35.9393 37.1516 113.944
476000 40.9312 35.4615 36.932 113.325
477000 41.4134 35.7452 36.8282 113.987
478000 41.5318 36.0589 36.5863 114.177
479000 41.8583 36.353 37.4304 115.642
480000 41.8726 36.3438 36.9903 115.207
481000 42.5477 37.019 37.348 116.915
482000 41.694 37.0278 37.243 115.965
483000 41.5098 36.8826 37.1626 115.555
484000 41.3627 36.9473 37.2706 115.581
485000 41.9689 36.9257 37.6804 116.575
486000 40.9647 37.4462 37.6197 116.03
487000 41.3904 36.8173 37.5992 115.807
488000 41.6818 37.6595 38.0491 117.39
489000 41.8652 37.2862 37.6662 116.818
490000 42.3601 38.0998 38.3405 118.8
491000 41.9403 36.9041 38.0523 116.897
492000 42.5187 37.7673 38.5506 118.837
493000 42.2867 37.7459 38.6793 118.712
494000 41.7491 38.3249 38.8756 118.95
495000 42.1628 37.7327 38.7878 118.683
496000 42.3093 38.0932 38.5655 118.968
497000 42.7935 37.7633 38.5943 119.151
498000 43.0185 37.4031 38.7281 119.15
499000 43.707 38.4431 39.1803 121.33
500000 43.2173 37.8755 38.9073 120
501000 43.8047 37.6377 38.9137 120.356
502000 43.0719 37.6838 38.6555 119.411
503000 43.9766 37.8644 39.0317 120.873
504000 44.0716 38.6619 39.1503 121.884
505000 44.0619 38.8779 39.1958 122.136
506000 45.0472 38.8234 39.2906 123.161
507000 44.6001 38.9343 39.5181 123.052
508000 44.8699 39.7796 39.6356 124.285
509000 45.1221 39.737 40.3344 125.194
510000 45.1096 39.6845 40.0994 124.894
511000 45.4041 40.0339 40.1618 125.6
512000 44.9367 40.124 39.8332 124.894
513000 44.5259 40.4154 40.2493 125.191
514000 45.7582 40.4851 39.7611 126.004
515000 45.2283 40.8126 40.3109 126.352
516000 45.2613 40.9217 40.0835 126.266
517000 45.3653 41.6121 40.6009 127.578
518000 45.7414 41.1149 40.6943 127.551
519000 45.0738 41.1392 40.6619 126.875
520000 46.0355 41.2365 40.4419 127.714
521000 46.0019 41.979 40.8711 128.852
522000 45.9102 41.401 40.5218 127.833
523000 46.1919 41.6441 41.1129 128.949
524000 46.2657 40.8947 40.9453 128.106
525000 46.6257 41.5032 41.0274 129.156
526000 47.2453 41.409 40.5314 129.186
527000 46.7797 41.2483 40.5684 128.596
528000 46.2447 40.9407 40.5307 127.716
529000 47.7974 41.4331 41.2545 130.485
530000 46.5076 40.1825 40.2712 126.961
531000 47.9153 41.2065 41.0614 130.183
532000 47.3339 41.0986 40.654 129.087
533000 47.2046 41.0445 40.8139 129.063
534000 47.5976 40.8227 41.004 129.424
535000 46.6544 41.156 40.1696 127.98
536000 47.0563 41.0502 40.6341 128.741
537000 47.2232 41.3251 40.4332 128.982
538000 46.7597 41.1454 41.3562 129.261
539000 47.5234 41.1336 41.1667 129.824
540000 48.0092 41.6093 41.8907 131.509
541000 47.8247 41.1774 42.1173 131.119
542000 47.6427 41.3265 42.5041 131.473
543000 48.1428 41.3991 42.0131 131.555
544000 48.4371 41.4717 42.9982 132.907
545000 48.7983 41.9666 42.8505 133.615
546000 48.1114 41.5424 42.8919 132.546
547000 48.3217 41.6678 42.9924 132.982
548000 47.7453 41.8393 43.5187 133.103
549000 47.9696 41.5779 43.3253 132.873
550000 48.4163 42.019 43.7618 134.197
551000 48.2521 41.6487 43.9464 133.847
552000 48.2328 41.1251 43.6696 133.028
553000 48.5385 41.2489 43.7611 133.549
554000 48.6169 41.3683 44.3532 134.338
555000 49.3837 42.0981 44.7396 136.221
556000 49.5063 42.0031 43.8014 135.311
557000 49.1692 42.2567 44.1516 135.578
558000 48.7939 42.0232 43.6792 134.496
559000 48.7136 41.381 43.911 134.006
560000 48.8453 42.1818 44.3343 135.361
561000 48.3041 42.0956 44.3478 134.747
562000 48.5705 41.9893 44.1058 134.666
563000 48.3416 42.529 44.2191 135.09
564000 49.5204 42.5114 44.3873 136.419
565000 49.5811 42.0944 44.6432 136.319
566000 49.4032 42.2724 44.4156 136.091
567000 50.0247 42.5013 45.2722 137.798
568000 49.1414 42.9444 45.3552 137.441
569000 49.7008 42.4179 44.8649 136.984
570000 49.6559 42.9971 45.8399 138.493
571000 49.445 42.6757 44.8411 136.962
572000 49.9799 43.4516 45.0556 138.487
573000 50.7087 43.0444 45.5205 139.274
574000 49.2052 42.2733 44.7755 136.254
575000 50.4408 42.8603 45.6386 138.94
576000 50.4961 42.6259 45.2591 138.381
577000 50.4353 42.1639 45.4991 138.098
578000 50.6901 42.3591 45.1791 138.228
579000 50.0042 42.1913 45.5959 137.791
580000 50.3452 42.6471 45.0789 138.071
581000 50.6578 42.352 45.4004 138.41
582000 50.3937 42.4997 45.7389 138.632
583000 50.0462 43.2142 46.4327 139.693
584000 49.3115 43.1879 46.4556 138.955
585000 49.9903 43.4531 46.0025 139.446
586000 50.1165 43.4624 45.217 138.796
587000 49.9751 43.3821 45.6432 139
588000 50.7553 42.849 46.1645 139.769
589000 50.2526 43.2343 45.8845 139.371
590000 51.5668 43.2937 46.0875 140.948
591000 51.3261 44.1954 46.2656 141.787
592000 51.0415 43.7764 46.3411 141.159
593000 52.1247 44.8989 46.0859 143.11
594000 51.5945 43.6299 44.9703 140.195
595000 52.0991 44.099 45.5881 141.786
596000 51.458 44.8149 45.6637 141.937
597000 51.4494 44.36 46.2315 142.041
598000 52.2743 45.2231 47.1232 144.621
599000 52.0608 45.3574 47.0525 144.471
600000 52.2924 44.7737 46.729 143.795
601000 52.6432 44.9529 47.6084 145.205
602000 52.127 44.6321 47.7302 144.489
603000 52.8045 44.5819 46.4295 143.816
604000 52.962 45.082 47.4512 145.495
605000 52.1136 44.9119 46.8582 143.884
606000 52.3848 45.6444 46.8781 144.907
607000 53.0936 45.665 48.0167 146.775
608000 54.0186 45.6773 47.2764 146.972
609000 54.2067 44.8563 46.9312 145.994
610000 54.272 44.7932 47.4707 146.536
611000 55.5683 45.4418 48.3823 149.392
612000 54.3493 45.1194 47.7119 147.181
613000 55.344 45.5653 48.257 149.166
614000 55.1264 46.0864 48.4623 149.675
615000 54.7275 45.2646 48.0098 148.002
616000 54.2237 45.347 47.5711 147.142
617000 54.5272 45.4023 47.3899 147.319
618000 54.6073 45.5573 48.1129 148.278
619000 54.9017 45.4849 48.1907 148.577
620000 54.5643 45.0068 47.865 147.436
